#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
6	25	1394	4	1	1	0	1	1077	1	1	0	1	2	912	4	0	1	2	4	1454	0
6	26	623	1	1	1	0	1	499	1	1	0	1	1	427	1	0	1	1	1	583	0
6	27	360	1	1	1	0	1	312	1	1	0	1	1	235	1	0	1	1	1	336	0
6	28	1577	2	1	1	0	1	1219	1	1	0	2	1	1320	2	0	1	1	3	1678	0
6	29	886	1	1	1	0	1	716	1	1	0	1	1	613	1	0	1	1	1	721	0
6	30	2453	4	1	1	0	1	2034	1	1	0	1	1	1632	4	0	1	2	4	2358	0
6	31	956	1	1	1	0	1	928	1	1	0	1	2	656	1	0	1	1	2	881	0
6	32	2839	2	1	1	0	1	2277	1	1	0	1	1	2181	2	0	1	1	2	2708	0
6	33	1872	1	1	1	0	1	1558	1	1	0	1	1	1577	3	0	2	1	1	1917	0
6	34	2019	2	1	1	0	1	1862	1	1	0	1	1	1598	1	0	1	1	2	1887	0
6	35	3391	1	1	1	0	1	2214	1	1	0	1	1	3768	2	0	1	1	1	3967	0
6	36	3949	1	1	1	0	1	2730	1	1	0	1	1	4436	2	0	1	1	1	4591	0
6	37	3616	1	1	1	0	1	2203	1	1	0	1	1	4264	2	0	1	1	1	4435	0
6	38	8109	1	2	1	0	1	4297	1	1	0	1	1	11187	2	0	1	1	2	10036	0
7	2	14878	1087	293	206	0	283	16789	191	166	0	86	257	5751	259	0	179	576	677	11482	0
7	3	6	4	1	1	0	2	1	1	1	0	1	1	1	1	0	1	1	1	2	0
7	4	12	14	3	1	0	1	2	1	2	0	1	2	5	2	0	2	1	6	14	0
7	5	28	8	3	1	0	1	7	1	1	0	1	3	4	3	0	1	2	1	18	0
7	6	32	12	2	3	0	1	6	1	4	0	1	3	10	1	0	1	3	2	32	0
7	7	74	13	2	1	0	4	23	1	1	0	1	4	29	5	0	2	3	8	52	0
7	8	56	4	4	2	0	2	29	2	1	0	2	5	24	8	0	1	5	5	57	0
7	9	74	10	1	3	0	1	65	4	2	0	2	2	48	5	0	3	5	5	96	0
7	10	78	16	2	2	0	2	49	2	2	0	1	2	51	3	0	1	4	7	94	0
7	11	132	10	4	3	0	4	80	2	1	0	3	1	70	9	0	2	6	10	165	0
7	12	485	28	11	4	0	3	328	3	6	0	4	5	268	12	0	1	17	28	562	0
7	13	170	18	5	3	0	2	134	1	3	0	3	2	121	2	0	2	6	17	184	0
7	14	53	2	1	1	0	1	29	1	1	0	1	1	34	2	0	1	1	2	68	0
7	15	123	1	1	1	0	2	58	1	1	0	1	1	64	2	0	1	1	2	115	0
7	16	136	2	1	1	0	1	67	1	1	0	1	1	54	2	0	1	1	2	99	0
7	17	129	3	2	1	0	2	94	1	1	0	2	1	65	2	0	1	1	3	123	0
7	18	175	2	2	1	0	1	111	1	1	0	1	1	103	2	0	1	4	1	154	0
7	19	242	4	1	1	0	1	177	1	1	0	1	1	139	1	0	1	2	5	218	0
7	20	1047	6	1	1	0	2	730	2	1	0	2	1	602	4	0	1	4	6	1005	0
7	21	355	2	1	1	0	1	281	2	1	0	1	1	240	3	0	1	2	5	356	0
7	22	331	1	1	1	0	1	201	1	1	0	1	1	227	1	0	1	1	2	262	0
7	23	270	1	1	1	0	1	218	1	1	0	1	1	153	3	0	1	1	2	211	0
7	24	337	1	1	1	0	1	272	1	1	0	1	1	226	2	0	1	1	2	309	0
7	25	1548	3	1	2	0	2	1098	1	1	0	1	2	941	5	0	1	2	4	1521	0
7	26	677	1	1	1	0	1	508	1	1	0	1	1	513	4	0	1	1	1	579	0
7	27	449	1	1	1	0	1	339	1	1	0	1	1	270	1	0	1	1	2	336	0
7	28	1751	1	3	1	0	1	1231	1	4	0	1	2	1308	1	0	1	1	2	1724	0
7	29	951	1	1	1	0	1	738	1	1	0	1	1	656	3	0	1	1	1	759	0
7	30	2408	1	2	2	0	1	2123	1	2	0	1	1	1677	1	0	1	4	3	2251	0
7	31	1035	1	1	2	0	1	956	1	1	0	1	1	679	1	0	1	1	1	824	0
7	32	2938	2	1	1	0	1	2291	1	1	0	1	1	2209	2	0	1	1	1	2705	0
7	33	1914	1	3	1	0	1	1538	2	1	0	1	2	1656	1	0	1	1	1	1944	0
7	34	2093	1	1	1	0	1	1864	1	1	0	2	1	1839	1	0	1	1	1	1853	0
7	35	3426	1	1	1	0	1	2122	1	1	0	3	1	4043	2	0	2	1	1	4012	0
7	36	4134	1	1	1	0	1	2610	1	1	0	2	1	4686	1	0	1	1	1	4476	0
7	37	3702	1	1	1	0	1	2006	1	1	0	1	1	4455	1	0	1	1	1	4291	0
7	38	8135	1	1	1	0	1	3744	1	2	0	3	1	11632	4	0	1	1	1	9315	0
8	2	14487	952	231	175	0	268	16066	192	143	0	83	233	5751	272	0	186	539	610	11138	0
8	3	5	3	1	1	0	1	1	1	1	0	2	1	1	2	0	1	1	1	2	0
8	4	7	12	1	2	0	2	3	1	1	0	1	2	6	3	0	1	2	4	5	0
8	5	25	9	1	1	0	2	3	3	2	0	2	1	12	6	0	1	5	5	17	0
8	6	29	11	4	1	0	1	11	1	1	0	1	1	15	4	0	1	3	5	34	0
8	7	45	17	4	1	0	1	23	1	1	0	1	2	34	2	0	1	6	6	67	0
8	8	57	8	3	2	0	1	26	2	1	0	1	2	21	6	0	1	4	4	51	0
8	9	84	13	1	2	0	2	62	2	1	0	1	2	38	10	0	2	5	14	85	0
8	10	102	7	2	3	0	1	53	1	3	0	2	3	57	5	0	2	4	4	90	0
8	11	156	12	3	4	0	1	77	1	3	0	1	5	73	8	0	3	3	11	161	0
8	12	486	35	8	9	0	2	325	4	3	0	7	7	326	11	0	6	10	40	556	0
