#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
5	10	92	7	7	3	0	2	54	5	5	0	5	5	84	11	0	3	4	5	94	0
5	11	134	5	4	5	0	6	79	2	5	0	2	3	122	12	0	3	6	7	133	0
5	12	342	16	9	9	0	8	215	8	11	0	7	5	290	15	0	10	9	13	439	0
5	13	188	8	5	10	0	11	127	5	9	0	6	2	171	5	0	1	8	10	212	0
5	14	69	1	3	2	0	4	25	1	2	0	1	1	62	3	0	2	2	4	59	0
5	15	148	3	4	4	0	3	84	6	6	0	3	2	78	2	0	3	2	2	138	0
5	16	130	2	2	6	0	8	72	4	4	0	3	3	72	5	0	3	3	3	117	0
5	17	214	9	3	2	0	12	154	3	4	0	1	1	167	1	0	6	4	3	192	0
5	18	197	7	1	4	0	9	135	2	5	0	1	4	172	5	0	7	7	4	191	0
5	19	246	9	3	6	0	9	171	5	9	0	6	5	152	4	0	8	3	7	253	0
5	20	832	8	6	13	0	16	560	5	14	0	11	8	786	11	0	13	12	10	1029	0
5	21	464	18	9	11	0	20	316	2	10	0	5	10	404	9	0	9	13	9	488	0
5	22	353	11	4	7	0	10	231	3	11	0	3	8	256	4	0	6	4	3	393	0
5	23	255	9	4	6	0	9	160	5	6	0	5	2	174	3	0	7	8	2	243	0
5	24	381	8	4	11	0	10	320	7	12	0	6	5	366	9	0	10	10	1	406	0
5	25	1463	45	10	36	0	30	933	14	32	0	23	7	1227	14	0	21	18	16	1611	0
5	26	805	26	5	10	0	29	588	7	12	0	7	9	792	11	0	10	17	8	891	0
5	27	391	15	6	14	0	23	269	8	9	0	12	4	270	4	0	11	16	4	399	0
5	28	1925	25	9	41	0	41	1367	10	18	0	20	14	1818	15	0	18	38	20	2182	0
5	29	1092	32	11	37	0	48	913	11	33	0	18	14	861	17	0	23	40	14	1066	0
5	30	2628	152	39	88	0	96	1982	43	69	0	61	50	2108	42	0	82	125	38	2773	0
5	31	1186	62	28	38	0	53	989	26	23	0	24	37	884	20	0	32	62	22	1103	0
5	32	3533	98	32	66	0	69	2645	55	44	0	60	51	3049	25	0	77	107	37	3518	0
5	33	2187	79	10	30	0	35	1593	18	17	0	19	28	2019	13	0	30	49	15	2252	0
5	34	2566	73	15	38	0	40	2188	27	17	0	35	34	2282	17	0	38	72	23	2336	0
5	35	4282	15	7	9	0	6	2725	8	4	0	9	9	5326	11	0	14	13	4	5335	0
5	36	5172	10	7	6	0	7	3432	9	9	0	9	4	6050	10	0	9	13	4	6099	0
5	37	4545	4	1	1	0	1	2680	3	2	0	2	2	6032	1	0	2	3	1	5812	0
5	38	10281	1	1	1	0	1	5649	2	2	0	1	1	15789	2	0	1	2	1	13162	0
6	2	9112	10362	4025	6735	1	8911	11834	4347	7150	0	3870	4617	2558	3082	0	6385	8147	3238	5892	0
6	3	5	2	1	1	0	1	2	1	1	0	1	1	1	1	0	1	1	1	2	0
6	4	15	6	4	1	0	3	6	1	1	0	1	2	5	1	0	1	2	1	15	0
6	5	21	4	3	3	0	3	5	2	3	0	1	2	9	4	0	3	6	1	14	0
6	6	32	12	1	3	0	5	8	1	5	0	1	3	27	7	0	1	3	3	22	0
6	7	44	7	4	1	0	3	22	3	5	0	2	2	42	5	0	3	2	6	57	0
6	8	57	9	1	7	0	4	32	2	5	0	3	3	41	7	0	5	6	3	67	0
6	9	91	15	3	5	0	5	75	3	6	0	1	4	101	10	0	2	6	5	124	0
